target_chr	target_start	target_end	bait_chr	bait_start	bait_end	bait_name	score	tissue	promoter_chr	promoter_start	promoter_end	gene	overlapping_bp
chr2	38334667	38339507	chr2	38142087	38145676	hs314	6.45	HB	chr2	38331588	38342189	Lhx2	4840
chr2	38334667	38339507	chr2	38142087	38145676	hs314	6.45	HB	chr2	38333188	38349589	Lhx2	4840
chr2	38334667	38339507	chr2	38142087	38145676	hs314	8.41	FB	chr2	38331588	38342189	Lhx2	4840
chr2	38334667	38339507	chr2	38142087	38145676	hs314	8.41	FB	chr2	38333188	38349589	Lhx2	4840
chr2	38339508	38343322	chr2	38142087	38145676	hs314	5.35	MB	chr2	38331588	38342189	Lhx2	2681
chr2	38339508	38343322	chr2	38142087	38145676	hs314	5.35	MB	chr2	38333188	38349589	Lhx2	3814
chr2	38339508	38343322	chr2	38142087	38145676	hs314	5.35	MB	chr2	38339788	38365189	Gm27197, Lhx2	3534
chr2	38339508	38343322	chr2	38142087	38145676	hs314	6.57	FB	chr2	38331588	38342189	Lhx2	2681
chr2	38339508	38343322	chr2	38142087	38145676	hs314	6.57	FB	chr2	38333188	38349589	Lhx2	3814
chr2	38339508	38343322	chr2	38142087	38145676	hs314	6.57	FB	chr2	38339788	38365189	Gm27197, Lhx2	3534
chr2	38343323	38348146	chr2	38142087	38145676	hs314	6.62	MB	chr2	38333188	38349589	Lhx2	4823
chr2	38343323	38348146	chr2	38142087	38145676	hs314	6.62	MB	chr2	38339788	38365189	Gm27197, Lhx2	4823
chr2	38343323	38348146	chr2	38142087	38145676	hs314	8.64	FB	chr2	38333188	38349589	Lhx2	4823
chr2	38343323	38348146	chr2	38142087	38145676	hs314	8.64	FB	chr2	38339788	38365189	Gm27197, Lhx2	4823
chr2	38348147	38353366	chr2	38142087	38145676	hs314	10.85	FB	chr2	38333188	38349589	Lhx2	1442
chr2	38348147	38353366	chr2	38142087	38145676	hs314	10.85	FB	chr2	38339788	38365189	Gm27197, Lhx2	5219
chr2	38348147	38353366	chr2	38142087	38145676	hs314	9.34	MB	chr2	38333188	38349589	Lhx2	1442
chr2	38348147	38353366	chr2	38142087	38145676	hs314	9.34	MB	chr2	38339788	38365189	Gm27197, Lhx2	5219
chr2	38353367	38358197	chr2	38142087	38145676	hs314	5.24	HB	chr2	38339788	38365189	Gm27197, Lhx2	4830
chr2	38353367	38358197	chr2	38142087	38145676	hs314	5.64	TL	chr2	38339788	38365189	Gm27197, Lhx2	4830
chr2	38353367	38358197	chr2	38142087	38145676	hs314	8.93	MB	chr2	38339788	38365189	Gm27197, Lhx2	4830
chr2	38353367	38358197	chr2	38142087	38145676	hs314	9.59	FB	chr2	38339788	38365189	Gm27197, Lhx2	4830
chr2	38358198	38362612	chr2	38142087	38145676	hs314	7.52	FB	chr2	38339788	38365189	Gm27197, Lhx2	4414
chr2	38362613	38367522	chr2	38142087	38145676	hs314	10.56	FB	chr2	38339788	38365189	Gm27197, Lhx2	2576
chr2	38362613	38367522	chr2	38142087	38145676	hs314	5.29	HR	chr2	38339788	38365189	Gm27197, Lhx2	2576
chr2	38362613	38367522	chr2	38142087	38145676	hs314	5.34	HL	chr2	38339788	38365189	Gm27197, Lhx2	2576
chr2	38362613	38367522	chr2	38142087	38145676	hs314	5.68	HB	chr2	38339788	38365189	Gm27197, Lhx2	2576
chr2	38362613	38367522	chr2	38142087	38145676	hs314	6.37	NT	chr2	38339788	38365189	Gm27197, Lhx2	2576
chr2	38362613	38367522	chr2	38142087	38145676	hs314	6.39	CF	chr2	38339788	38365189	Gm27197, Lhx2	2576
chr2	38362613	38367522	chr2	38142087	38145676	hs314	6.61	MB	chr2	38339788	38365189	Gm27197, Lhx2	2576
chr2	38362613	38367522	chr2	38142087	38145676	hs314	7.11	TK	chr2	38339788	38365189	Gm27197, Lhx2	2576
chr2	38362613	38367522	chr2	38142087	38145676	hs314	7.26	TL	chr2	38339788	38365189	Gm27197, Lhx2	2576
chr2	38362613	38367522	chr2	38142087	38145676	hs314	8.84	FL	chr2	38339788	38365189	Gm27197, Lhx2	2576
chr2	44923570	44926398	chr2	46663117	46668853	hs649	6.21	NT	chr2	44920788	44933389	Gtdc1	2828
chr2	44926399	44928855	chr2	46663117	46668853	hs649	5.63	NT	chr2	44920788	44933389	Gtdc1	2456
chr2	44932031	44937342	chr2	43985089	43988222	hs403	5.25	TK	chr2	44920788	44933389	Gtdc1	1358
chr2	45018664	45022531	chr2	46663117	46668853	hs649	5.89	HB	chr2	45018788	45030389	Zeb2	3743
chr2	45025079	45029919	chr2	46663117	46668853	hs649	7.21	NT	chr2	45018788	45030389	Zeb2	4840
chr2	45029920	45035024	chr2	46663117	46668853	hs649	9.68	MB	chr2	45018788	45030389	Zeb2	469
chr2	45038191	45043424	chr2	43780295	43784457	hs402	5.12	HB	chr2	45039588	45050189	Zeb2	3836
chr2	45043425	45047323	chr2	46663117	46668853	hs649	5.74	HB	chr2	45039588	45050189	Zeb2	3898
chr2	45056755	45061140	chr2	46663117	46668853	hs649	6.23	NT	chr2	45050188	45061589	Zeb2	4385
chr2	45061141	45064865	chr2	46663117	46668853	hs649	5.7	TL	chr2	45050188	45061589	Zeb2	448
chr2	45061141	45064865	chr2	46668854	46671576	hs568	5.24	NT	chr2	45050188	45061589	Zeb2	448
chr2	45061141	45064865	chr2	46668854	46671576	hs568	5.83	MB	chr2	45050188	45061589	Zeb2	448
chr2	45097547	45101058	chr2	46663117	46668853	hs649	5.31	MB	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	3270
chr2	45106600	45109774	chr2	46663117	46668853	hs649	7.33	HB	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	3174
chr2	45106600	45109774	chr2	46663117	46668853	hs649	7.33	HB	chr2	45109388	45122989	Zeb2, Zeb2os	386
chr2	45109775	45113190	chr2	43780295	43784457	hs402	6.49	HL	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	3415
chr2	45109775	45113190	chr2	43780295	43784457	hs402	6.49	HL	chr2	45109388	45122989	Zeb2, Zeb2os	3415
chr2	45109775	45113190	chr2	46663117	46668853	hs649	6.73	TL	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	3415
chr2	45109775	45113190	chr2	46663117	46668853	hs649	6.73	TL	chr2	45109388	45122989	Zeb2, Zeb2os	3415
chr2	45109775	45113190	chr2	46663117	46668853	hs649	6.81	HB	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	3415
chr2	45109775	45113190	chr2	46663117	46668853	hs649	6.81	HB	chr2	45109388	45122989	Zeb2, Zeb2os	3415
chr2	45109775	45113190	chr2	46663117	46668853	hs649	9.17	MB	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	3415
chr2	45109775	45113190	chr2	46663117	46668853	hs649	9.17	MB	chr2	45109388	45122989	Zeb2, Zeb2os	3415
chr2	45113191	45118214	chr2	43780295	43784457	hs402	5.5	FL	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	5023
chr2	45113191	45118214	chr2	43780295	43784457	hs402	5.5	FL	chr2	45109388	45122989	Zeb2, Zeb2os	5023
chr2	45113191	45118214	chr2	46663117	46668853	hs649	5.36	HB	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	5023
chr2	45113191	45118214	chr2	46663117	46668853	hs649	5.36	HB	chr2	45109388	45122989	Zeb2, Zeb2os	5023
chr2	45113191	45118214	chr2	46663117	46668853	hs649	7.28	MB	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	5023
chr2	45113191	45118214	chr2	46663117	46668853	hs649	7.28	MB	chr2	45109388	45122989	Zeb2, Zeb2os	5023
chr2	45113191	45118214	chr2	46668854	46671576	hs568	5.33	NT	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	5023
chr2	45113191	45118214	chr2	46668854	46671576	hs568	5.33	NT	chr2	45109388	45122989	Zeb2, Zeb2os	5023
chr2	45113191	45118214	chr2	46668854	46671576	hs568	5.67	FL	chr2	45097788	45119189	Gm27761, Zeb2, Zeb2os	5023
chr2	45113191	45118214	chr2	46668854	46671576	hs568	5.67	FL	chr2	45109388	45122989	Zeb2, Zeb2os	5023
chr2	45120339	45124870	chr2	46663117	46668853	hs649	5.41	NT	chr2	45109388	45122989	Zeb2, Zeb2os	2650
chr2	46435881	46439054	chr2	44573081	44575339	hs404	7.53	TL	chr2	46438588	46448989	Gm13470	466
chr2	46439055	46442834	chr2	44573081	44575339	hs404	5.2	MB	chr2	46438588	46448989	Gm13470	3779
chr2	46439055	46442834	chr2	45022532	45025078	hs407	5.77	TL	chr2	46438588	46448989	Gm13470	3779
chr2	46439055	46442834	chr2	45022532	45025078	hs407	5.83	CF	chr2	46438588	46448989	Gm13470	3779
chr2	46439055	46442834	chr2	45022532	45025078	hs407	7.67	HR	chr2	46438588	46448989	Gm13470	3779
chr2	46439055	46442834	chr2	45035025	45038190	hs409	5.35	FL	chr2	46438588	46448989	Gm13470	3779
chr2	46439055	46442834	chr2	45169781	45173838	hs1802	5.69	HB	chr2	46438588	46448989	Gm13470	3779
chr2	46442835	46445795	chr2	45022532	45025078	hs407	5.85	CF	chr2	46438588	46448989	Gm13470	2960
chr2	46445796	46450561	chr2	45022532	45025078	hs407	6.82	CF	chr2	46438588	46448989	Gm13470	3193
chr2	46445796	46450561	chr2	47181903	47186103	hs609	6.04	FB	chr2	46438588	46448989	Gm13470	3193
chr2	51923058	51928216	chr2	50970021	50974000	hs1386	7.05	NT	chr2	51927588	51937789	Rbm43	628
chr2	51923058	51928216	chr2	50970021	50974000	hs1386	7.05	NT	chr2	51927988	51940789	Rbm43	228
chr2	57109701	57113711	chr2	57615940	57618890	hs414	5.88	HB	chr2	57104788	57115789	Nr4a2	4010
chr2	57109701	57113711	chr2	57615940	57618890	hs414	5.88	HB	chr2	57106188	57122989	Nr4a2	4010
chr2	57109701	57113711	chr2	57615940	57618890	hs414	6.39	MB	chr2	57104788	57115789	Nr4a2	4010
chr2	57109701	57113711	chr2	57615940	57618890	hs414	6.39	MB	chr2	57106188	57122989	Nr4a2	4010
chr2	57113712	57117748	chr2	56256542	56259506	hs580	5.46	HB	chr2	57104788	57115789	Nr4a2	2077
chr2	57113712	57117748	chr2	56256542	56259506	hs580	5.46	HB	chr2	57106188	57122989	Nr4a2	4036
chr2	57113712	57117748	chr2	56256542	56259506	hs580	5.46	HB	chr2	57117588	57129789	Nr4a2	160
chr2	57113712	57117748	chr2	57615940	57618890	hs414	6.39	HB	chr2	57104788	57115789	Nr4a2	2077
chr2	57113712	57117748	chr2	57615940	57618890	hs414	6.39	HB	chr2	57106188	57122989	Nr4a2	4036
chr2	57113712	57117748	chr2	57615940	57618890	hs414	6.39	HB	chr2	57117588	57129789	Nr4a2	160
chr2	57127664	57134419	chr2	56256542	56259506	hs580	6.87	FB	chr2	57117588	57129789	Nr4a2	2125
chr2	57127664	57134419	chr2	57615940	57618890	hs414	5.03	HL	chr2	57117588	57129789	Nr4a2	2125
chr2	57127664	57134419	chr2	57615940	57618890	hs414	6.62	FB	chr2	57117588	57129789	Nr4a2	2125
chr2	57127664	57134419	chr2	57671240	57674126	hs662	5.37	MB	chr2	57117588	57129789	Nr4a2	2125
chr2	57127664	57134419	chr2	57818494	57822242	hs415	5.1	HL	chr2	57117588	57129789	Nr4a2	2125
chr2	57127664	57134419	chr2	57818494	57822242	hs415	6.74	HB	chr2	57117588	57129789	Nr4a2	2125
chr2	57996137	58000675	chr2	56256542	56259506	hs580	6.07	TK	chr2	57992788	58003789	Galnt5	4538
chr2	58002679	58006897	chr2	56256542	56259506	hs580	5.53	HL	chr2	57992788	58003789	Galnt5	1110
chr2	58002679	58006897	chr2	56256542	56259506	hs580	9.02	FB	chr2	57992788	58003789	Galnt5	1110
chr2	58191661	58198066	chr2	56256542	56259506	hs580	6.27	HR	chr2	58190188	58200389	Cytip	6405
chr2	58561768	58567701	chr2	58480602	58488198	mm1599	5.27	FB	chr2	58559388	58574389	Acvr1, Upp2	5933
chr2	58561768	58567701	chr2	58480602	58488198	mm1599	5.64	TK	chr2	58559388	58574389	Acvr1, Upp2	5933
chr2	58561768	58567701	chr2	58480602	58488198	mm1599	5.99	TL	chr2	58559388	58574389	Acvr1, Upp2	5933
chr2	58561768	58567701	chr2	58480602	58488198	mm1599	6.04	HR	chr2	58559388	58574389	Acvr1, Upp2	5933
chr2	58567702	58570710	chr2	58480602	58488198	mm1599	5.93	HR	chr2	58559388	58574389	Acvr1, Upp2	3008
chr2	59605215	59611456	chr2	59669433	59672769	hs2027	5.18	TK	chr2	59606056	59619257	Tanc1	5400
chr2	59605215	59611456	chr2	59827658	59831195	mm282	5.4	TL	chr2	59606056	59619257	Tanc1	5400
chr2	59873071	59879205	chr2	59598166	59602863	mm717	5.61	FB	chr2	59873256	59883457	Wdsub1	5949
chr2	59873071	59879205	chr2	59598166	59602863	mm717	5.61	FB	chr2	59876456	59888257	Wdsub1	2749
chr2	59882875	59888286	chr2	59561194	59563278	hs1477	5.15	MB	chr2	59873256	59883457	Wdsub1	582
chr2	59882875	59888286	chr2	59561194	59563278	hs1477	5.15	MB	chr2	59876456	59888257	Wdsub1	5382
chr2	60208923	60212335	chr2	59598166	59602863	mm717	5.44	TL	chr2	60202856	60213657	Baz2b, Marchf7	3412
chr2	60208923	60212335	chr2	59598166	59602863	mm717	5.44	TL	chr2	60203856	60217057	Baz2b, Marchf7	3412
chr2	60372428	60380168	chr2	59561194	59563278	hs1477	5.13	NT	chr2	60377256	60388857	Ly75	2912
chr2	60372428	60380168	chr2	59561194	59563278	hs1477	7.36	FB	chr2	60377256	60388857	Ly75	2912
chr2	60372428	60380168	chr2	59598166	59602863	mm717	5.06	TL	chr2	60377256	60388857	Ly75	2912
chr2	60372428	60380168	chr2	59598166	59602863	mm717	6.55	FB	chr2	60377256	60388857	Ly75	2912
chr2	61804388	61808682	chr2	61653826	61658689	hs416	5.15	NT	chr2	61797656	61813057	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	5.15	NT	chr2	61803256	61818857	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	5.85	HB	chr2	61797656	61813057	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	5.85	HB	chr2	61803256	61818857	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	6.37	CF	chr2	61797656	61813057	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	6.37	CF	chr2	61803256	61818857	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	6.48	TL	chr2	61797656	61813057	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	6.48	TL	chr2	61803256	61818857	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	7.1	MB	chr2	61797656	61813057	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	7.1	MB	chr2	61803256	61818857	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	8.19	TK	chr2	61797656	61813057	Tbr1	4294
chr2	61804388	61808682	chr2	61653826	61658689	hs416	8.19	TK	chr2	61803256	61818857	Tbr1	4294
chr2	61808683	61814752	chr2	61653826	61658689	hs416	5.13	HR	chr2	61797656	61813057	Tbr1	4374
chr2	61808683	61814752	chr2	61653826	61658689	hs416	5.13	HR	chr2	61803256	61818857	Tbr1	6069
chr2	61808683	61814752	chr2	61653826	61658689	hs416	5.61	CF	chr2	61797656	61813057	Tbr1	4374
chr2	61808683	61814752	chr2	61653826	61658689	hs416	5.61	CF	chr2	61803256	61818857	Tbr1	6069
chr2	62415412	62420654	chr2	61653826	61658689	hs416	5.56	NT	chr2	62405456	62417457	Dpp4	2045
chr2	62415412	62420654	chr2	61761904	61766742	hs2337	5.49	FL	chr2	62405456	62417457	Dpp4	2045
chr2	62564097	62568226	chr2	61653826	61658689	hs416	5.06	TL	chr2	62568056	62579257	Fap	170
chr2	62639682	62643267	chr2	61653826	61658689	hs416	5.55	NT	chr2	62638456	62651857	Ifih1	3585
chr2	62643268	62648912	chr2	61653826	61658689	hs416	5.37	HR	chr2	62638456	62651857	Ifih1	5644
chr2	62643268	62648912	chr2	61653826	61658689	hs416	5.99	HB	chr2	62638456	62651857	Ifih1	5644
chr2	62643268	62648912	chr2	61653826	61658689	hs416	7.59	MB	chr2	62638456	62651857	Ifih1	5644
chr2	62643268	62648912	chr2	61653826	61658689	hs416	9.5	TK	chr2	62638456	62651857	Ifih1	5644
chr2	62643268	62648912	chr2	61653826	61658689	hs416	9.65	NT	chr2	62638456	62651857	Ifih1	5644
chr2	62643268	62648912	chr2	61761904	61766742	hs2337	5.07	NT	chr2	62638456	62651857	Ifih1	5644
chr2	62648913	62653217	chr2	61653826	61658689	hs416	5.43	HB	chr2	62638456	62651857	Ifih1	2944
chr2	64097367	64101970	chr2	63962026	63965325	hs170	7.02	MB	chr2	64089456	64104457	Fign	4603
chr2	66119412	66127310	chr2	65661308	65666059	mm777	5.63	TL	chr2	66118656	66130657	Galnt3	7898
chr2	66119412	66127310	chr2	65661308	65666059	mm777	5.95	NT	chr2	66118656	66130657	Galnt3	7898
chr2	66413513	66418263	chr2	65661308	65666059	mm777	5.03	TK	chr2	66402856	66415257	Scn1a	1744
chr2	66413513	66418263	chr2	65661308	65666059	mm777	6.66	FB	chr2	66402856	66415257	Scn1a	1744
chr2	70468381	70471618	chr2	71534416	71539418	hs423	5.2	TK	chr2	70468256	70483457	Sp5	3237
chr2	70471619	70476323	chr2	71534416	71539418	hs423	7.2	TL	chr2	70468256	70483457	Sp5	4704
chr2	70471619	70476323	chr2	71534416	71539418	hs423	9.12	TK	chr2	70468256	70483457	Sp5	4704
chr2	70476324	70482223	chr2	71534416	71539418	hs423	6.05	TK	chr2	70468256	70483457	Sp5	5899
chr2	70476324	70482223	chr2	71534416	71539418	hs423	7.12	HB	chr2	70468256	70483457	Sp5	5899
chr2	70482224	70485243	chr2	71534416	71539418	hs423	5.26	NT	chr2	70468256	70483457	Sp5	1233
chr2	70561436	70562615	chr2	71534416	71539418	hs423	9.73	NT	chr2	70552856	70563457	Gad1, Gad1os	1179
chr2	70561436	70562615	chr2	71534416	71539418	hs423	9.73	NT	chr2	70553656	70564857	Gad1, Gad1os	1179
chr2	70561436	70562615	chr2	71534416	71539418	hs423	9.73	NT	chr2	70555056	70574457	Gad1, Gad1os	1179
chr2	70562616	70566895	chr2	71534416	71539418	hs423	10.06	MB	chr2	70552856	70563457	Gad1, Gad1os	841
chr2	70562616	70566895	chr2	71534416	71539418	hs423	10.06	MB	chr2	70553656	70564857	Gad1, Gad1os	2241
chr2	70562616	70566895	chr2	71534416	71539418	hs423	10.06	MB	chr2	70555056	70574457	Gad1, Gad1os	4279
chr2	70562616	70566895	chr2	71534416	71539418	hs423	10.54	NT	chr2	70552856	70563457	Gad1, Gad1os	841
chr2	70562616	70566895	chr2	71534416	71539418	hs423	10.54	NT	chr2	70553656	70564857	Gad1, Gad1os	2241
chr2	70562616	70566895	chr2	71534416	71539418	hs423	10.54	NT	chr2	70555056	70574457	Gad1, Gad1os	4279
chr2	70562616	70566895	chr2	71534416	71539418	hs423	5.08	TL	chr2	70552856	70563457	Gad1, Gad1os	841
chr2	70562616	70566895	chr2	71534416	71539418	hs423	5.08	TL	chr2	70553656	70564857	Gad1, Gad1os	2241
chr2	70562616	70566895	chr2	71534416	71539418	hs423	5.08	TL	chr2	70555056	70574457	Gad1, Gad1os	4279
chr2	70562616	70566895	chr2	71534416	71539418	hs423	5.35	FL	chr2	70552856	70563457	Gad1, Gad1os	841
chr2	70562616	70566895	chr2	71534416	71539418	hs423	5.35	FL	chr2	70553656	70564857	Gad1, Gad1os	2241
chr2	70562616	70566895	chr2	71534416	71539418	hs423	5.35	FL	chr2	70555056	70574457	Gad1, Gad1os	4279
chr2	70562616	70566895	chr2	71534416	71539418	hs423	6.62	HB	chr2	70552856	70563457	Gad1, Gad1os	841
chr2	70562616	70566895	chr2	71534416	71539418	hs423	6.62	HB	chr2	70553656	70564857	Gad1, Gad1os	2241
chr2	70562616	70566895	chr2	71534416	71539418	hs423	6.62	HB	chr2	70555056	70574457	Gad1, Gad1os	4279
chr2	70562616	70566895	chr2	71534416	71539418	hs423	9.83	TK	chr2	70552856	70563457	Gad1, Gad1os	841
chr2	70562616	70566895	chr2	71534416	71539418	hs423	9.83	TK	chr2	70553656	70564857	Gad1, Gad1os	2241
chr2	70562616	70566895	chr2	71534416	71539418	hs423	9.83	TK	chr2	70555056	70574457	Gad1, Gad1os	4279
chr2	70568549	70571498	chr2	71534416	71539418	hs423	5.15	TL	chr2	70555056	70574457	Gad1, Gad1os	2949
chr2	71206150	71209370	chr2	71515391	71518760	hs553	5	CF	chr2	71206456	71218057	Dync1i2	2914
chr2	71209371	71213516	chr2	71534416	71539418	hs423	5	CF	chr2	71206456	71218057	Dync1i2	4145
chr2	71450754	71455494	chr2	71534416	71539418	hs423	5.16	CF	chr2	71447656	71459257	Metap1d	4740
chr2	71518761	71522591	chr2	73266458	73270417	hs860	10.99	NT	chr2	71519656	71540657	Dlx1, Dlx1as	2935
chr2	71518761	71522591	chr2	73274775	73277519	hs953	10.23	MB	chr2	71519656	71540657	Dlx1, Dlx1as	2935
chr2	71518761	71522591	chr2	73277520	73281407	hs245	5.35	MB	chr2	71519656	71540657	Dlx1, Dlx1as	2935
chr2	71522592	71526121	chr2	73266458	73270417	hs860	5.77	NT	chr2	71519656	71540657	Dlx1, Dlx1as	3529
chr2	71522592	71526121	chr2	73266458	73270417	hs860	6.27	TK	chr2	71519656	71540657	Dlx1, Dlx1as	3529
chr2	71522592	71526121	chr2	73266458	73270417	hs860	6.42	FB	chr2	71519656	71540657	Dlx1, Dlx1as	3529
chr2	71522592	71526121	chr2	73266458	73270417	hs860	9.11	MB	chr2	71519656	71540657	Dlx1, Dlx1as	3529
chr2	71526122	71531023	chr2	73266458	73270417	hs860	11.34	FL	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73266458	73270417	hs860	11.34	FL	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73266458	73270417	hs860	16.7	HL	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73266458	73270417	hs860	16.7	HL	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73266458	73270417	hs860	17.39	HB	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73266458	73270417	hs860	17.39	HB	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73266458	73270417	hs860	18.23	MB	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73266458	73270417	hs860	18.23	MB	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73266458	73270417	hs860	18.42	FB	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73266458	73270417	hs860	18.42	FB	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73266458	73270417	hs860	18.68	NT	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73266458	73270417	hs860	18.68	NT	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73266458	73270417	hs860	22.18	TL	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73266458	73270417	hs860	22.18	TL	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73266458	73270417	hs860	24.35	TK	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73266458	73270417	hs860	24.35	TK	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73266458	73270417	hs860	6.99	CF	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73266458	73270417	hs860	6.99	CF	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73266458	73270417	hs860	9.95	HR	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73266458	73270417	hs860	9.95	HR	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73274775	73277519	hs953	10.43	HL	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73274775	73277519	hs953	10.43	HL	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73274775	73277519	hs953	10.52	CF	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73274775	73277519	hs953	10.52	CF	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73274775	73277519	hs953	11.07	FL	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73274775	73277519	hs953	11.07	FL	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73274775	73277519	hs953	11.75	FB	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73274775	73277519	hs953	11.75	FB	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73274775	73277519	hs953	11.91	HR	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73274775	73277519	hs953	11.91	HR	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73274775	73277519	hs953	18.27	HB	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73274775	73277519	hs953	18.27	HB	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73274775	73277519	hs953	18.28	TL	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73274775	73277519	hs953	18.28	TL	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73274775	73277519	hs953	20.31	NT	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73274775	73277519	hs953	20.31	NT	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73274775	73277519	hs953	25.36	TK	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73274775	73277519	hs953	25.36	TK	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73274775	73277519	hs953	9.85	MB	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73274775	73277519	hs953	9.85	MB	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73277520	73281407	hs245	11.31	TK	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73277520	73281407	hs245	11.31	TK	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73277520	73281407	hs245	12.78	FL	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73277520	73281407	hs245	12.78	FL	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73277520	73281407	hs245	15.39	MB	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73277520	73281407	hs245	15.39	MB	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73277520	73281407	hs245	16.38	TL	chr2	71519656	71540657	Dlx1, Dlx1as	4901
chr2	71526122	71531023	chr2	73277520	73281407	hs245	16.38	TL	chr2	71530856	71543057	Dlx1as	167
chr2	71526122	71531023	chr2	73277520	73281407	hs245	5.52	CF	chr2	71519656	71540657	Dlx1, Dlx1as	4901
